name,city,district,industry,industry_cn,credit_code,address,longitude,latitude,outlet_name,target_water,source_url,notes
湖州中环水务有限责任公司,湖州市,,wwtp,污水处理厂,91330500766436502E,浙江省湖州市吴兴区318国道与南太湖大道东北侧,120.212127,30.833441,,,https://www.h2o-china.com/news/306121.html,二期:信用代码/地址经公开企业信息平台检索补录
湖州诚信污水处理有限公司,湖州市,,wwtp,污水处理厂,91330500786432381F,浙江省湖州市吴兴区东林镇,120.066567,30.697368,,,https://www.h2o-china.com/news/306121.html,二期:信用代码/地址经公开企业信息平台检索补录
湖州南浔和孚污水处理有限公司,湖州市,南浔区,wwtp,污水处理厂,913305036761790047,浙江省湖州市南浔区和孚镇,120.255423,30.767507,,,https://www.h2o-china.com/news/306121.html,二期:信用代码/地址经公开企业信息平台检索补录
湖州双林水质净化有限公司,湖州市,,wwtp,污水处理厂,913305006605864576,浙江省湖州市南浔双林跳家山村,120.331539,30.778588,,,https://www.h2o-china.com/news/306121.html,二期:信用代码/地址经公开企业信息平台检索补录
爱恩邦德(无锡)技术有限公司,无锡市,锡山区,electroplating,金属表面处理,913202137827364339,无锡市锡山经济技术开发区团结大道万全路30#R栋厂房,120.408288,31.622006,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡市永平热镀锌有限公司,无锡市,锡山区,electroplating,热镀锌/金属表面处理,913202057558662409,无锡市锡山区东港镇东升村,120.500731,31.705791,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
伟成(无锡)金属有限公司,无锡市,锡山区,electroplating,金属表面处理,91320205725204983U,无锡市锡山经济技术开发区联福路1245号,120.499745,31.622398,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡达美喷涂有限公司,无锡市,锡山区,electroplating,喷涂/表面处理,91320205MA22CLY012,无锡市锡山区羊尖镇工业园B区10栋,120.546326,31.622416,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡市长宏漂染有限公司,无锡市,锡山区,dyeing,漂染,91320205735331898W,江苏省无锡市锡山区锡北镇张泾锡港西路102号,120.428774,31.657219,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡市东北塘宏良染色厂,无锡市,锡山区,dyeing,染色,91320205A8062806XD,无锡市锡山区东北塘镇农坝村,120.362936,31.642676,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录;信用代码经 gsxt 人工核验补录(2026-08-26)
无锡苏纺纺织科技有限公司,无锡市,锡山区,dyeing,纺织染整,91320205713285982F,江苏省无锡市锡山经济开发区合心路27号,120.387497,31.615327,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡科捷化学有限公司,无锡市,锡山区,chemical,化工,913202057624311499,无锡市锡山经济开发区(安镇)东区工业园,120.396478,31.602393,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡先进化药化工有限公司,无锡市,锡山区,pharma,化学制药,913202056282865181,江苏省无锡市锡山区锡北镇,120.445657,31.665545,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡中发水务投资有限公司(东港污水处理厂),无锡市,锡山区,wwtp,污水处理厂,91320205789098198H,"无锡市锡山区安镇镇年余村(分支机构,母公司代码)",120.492613,31.607046,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡中发水务投资有限公司(锡北污水处理厂),无锡市,锡山区,wwtp,污水处理厂,91320205789098198H,"无锡市锡山区安镇镇年余村(分支机构,母公司代码)",120.492613,31.607046,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
无锡市锡山中荷水务有限公司,无锡市,锡山区,wwtp,污水处理厂,91320205MA24KU3Y2Q,江苏省无锡市锡山区云林万安路61号,120.401423,31.623092,,,https://www.jsxishan.gov.cn/doc/2024/10/08/4505619.shtml,二期:信用代码/地址经公开企业信息平台检索补录
